,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sortOrder,appId
471,9ae2e663-03f0-4c82-afb6-2f28f6faf61b,Alfred Forbes Sealy,https://play-lh.googleusercontent.com/a-/ALV-UjXqoxxQ5me_pMVfe3rkUu_I2TZOL6kw23O1mg1jdYeJEdY,"Suggestion : a feature that allows users to upload an mp3 of a music, which is turned into a ""vinyl"" item, that can be bought as a reward. Maybe make the cost dependant on the mp3 length, so that listening to a favorite song costs less than getting the whole album",5,0,4.3.3,2024-02-04 06:25:49,"Alfred, thanks for your review and feedback! We now have an official suggestion and comment form to help us keep track of what features users want the most. You can find it via Menu - About - Send Feedback if you’d like to add your ideas about music.",2024-02-04 22:37:22,4.3.3,newest,com.habitrpg.android.habitica
472,0813a2cb-42a9-47e2-afb2-1fbb3debd2e3,Lyla Rowe,https://play-lh.googleusercontent.com/a/ACg8ocJnrlfXVO9tsvgIwkbTA4nqA2p30vGP3Cbh-jxKPIh1=mo,Habitica is now my new favorite app. Since I got it I have been getting chores done much more quickly. It's very useful if you can't keep track of all your checklists or need motivation to do things. My only complaint is that there's no option to make everything 8-bit.,5,0,4.3.3,2024-02-02 11:16:44,"Hi, Lyla!Thanks for your review and feedback. We're happy to hear how much Habitica is helping! We now have an official suggestion and comment form to help us keep track of what features users want the most. You can find it via Menu - About - Send Feedback if you’d like to add your ideas about other artwork.",2024-02-04 22:44:57,4.3.3,newest,com.habitrpg.android.habitica
473,009df5f7-ab81-4035-8a07-94708c8968ea,Dom Chan,https://play-lh.googleusercontent.com/a-/ALV-UjWc3UyDa-rtUW2H8WhBfriEb2jYP3Fbg3cYhj8Vu8m8mtk,"Loving the app, helps to encourage/motivate me to push and maintain myself. Other than that please consider making the class skills assessible from the homepage(habits/dailies), its a hassle having to assess the list of options to pick skills to go to the skills page, I like how on PC the skills are accessible from the homepage, other than that maybe would be nice to assess the party page from the homepage too! No suggestions other than that, thanks for providing this service!",5,0,4.3.3,2024-02-01 22:01:28,"Dom, thanks for your review and feedback! We're glad to hear Habitica has helped to motivate you! We now have an official suggestion and comment form to help us keep track of what features users want the most. You can find it via Menu - About - Send Feedback if you’d like to add your ideas about moving the class skills.",2024-02-04 22:46:53,4.3.3,newest,com.habitrpg.android.habitica
474,0e41f098-c732-4a68-a9ed-e34fee1b511c,Chava Abria,https://play-lh.googleusercontent.com/a-/ALV-UjWnmcga0PsdClA2_r9wv8D0Np9Ghkf7L4oYkXqpyJRzpww,"this is truly a fantastic app. I love literally everything about it, it's super user friendly, so much fun to use, and I love the video-game aspect -- when I tell you I used to be the kind of person who was NEVER consistent with anything, but since I started using this app, I now consider myself to be highly-disciplined, I even completed my new years resolution (getting rid of a bad habit), and it's only JANUARY!! TYSM to the lovely devs behind this app ILY 💗💗💗 truly grateful c"":",5,0,4.3.3,2024-01-31 21:16:59,"Hi, Chava! Thanks so much for your enthusiastic and detailed review. We're happy to hear Habitica has been helpful for you! If you’d like to share any feedback with us directly, you can do that via Menu - About - Support - Send Feedback. Happy adventuring and CONGRATULATIONS on already completing your new year's resolution! Amazing!",2024-02-04 22:50:04,4.3.3,newest,com.habitrpg.android.habitica
475,8762fb2d-fd82-4c3a-8ecc-14d5e63a1f87,Kunal Ramchurn,https://play-lh.googleusercontent.com/a-/ALV-UjVSNLCJ80PBdqDrakGaV1CPrdrvJaWuir_gbJdmOlMeZu0,Great application and its free which is the best part once you are consistent there is no harm in buying a few items to upgrade.,5,0,4.3.3,2024-01-30 13:30:24,"Hi, Kunal! Thanks for using Habitica! We're committed to keeping it free and advertisement-free, but we sincerely thank you for supporting the app and our small team as well. Happy adventuring!",2024-01-28 23:09:44,4.3.3,newest,com.habitrpg.android.habitica
476,53cff9ad-a657-45d1-a2e2-52700a29a462,Lala N,https://play-lh.googleusercontent.com/a/ACg8ocKTTgQ-JsR_S-FZj9tN4H1V9tCPVUlONhclCJXH-dJG=mo,The fact that it has a watch app as well!!,5,0,,2024-01-29 13:58:25,"Hi, Lala! Thanks so much for your review. We're happy to hear Habitica's watch app has been helpful for you! If you’d like to share any feedback with us directly, you can do that via Menu - About - Support - Send Feedback.",2024-02-04 22:55:41,,newest,com.habitrpg.android.habitica
477,43b0e5dc-78af-4564-ae61-208fbfda7dad,Dagoth wave,https://play-lh.googleusercontent.com/a-/ALV-UjWIuQjkdzB9RRhJbTY4uv_iNeeKupmgNpnf6wSGOmySFaA,"Prefer this app over other tasks beacuse my reward pathways are messed up and like the reward system, I also like how you can hold yourself accountable for bad habits as well, I got the reminders working after I fixed my phone settings.",5,0,4.3.3,2024-01-29 00:53:04,"Thanks for your review. Our artwork is intended to evoke a retro style. Sorry it's not your cup of tea! If your reminders aren’t working when you’re not actively using your phone, try adding Habitica to your list of apps that are allowed to run in the background or ignore battery restrictions.",2024-01-28 23:07:15,4.3.3,newest,com.habitrpg.android.habitica
478,8bd149df-c9e6-4dbd-81e8-25b8c96fc86e,kyle taylor,https://play-lh.googleusercontent.com/a-/ALV-UjV7LY34qiNOZUW_x8bahFBn_A9bHze_RUOm3i0NZkgIedc,life. changing,5,0,,2024-01-28 19:44:31,"Hi, Kyle! Thanks so much for your review. We're happy to hear Habitica has been life changing for you! If you’d like to share any feedback with us directly, you can do that via Menu - About - Support - Send Feedback. Happy adventuring!",2024-01-28 22:48:48,,newest,com.habitrpg.android.habitica
479,c3ab3a82-ea5a-4611-8160-8d25192509b2,James Kelly,https://play-lh.googleusercontent.com/a/ACg8ocKO-COQpqGSqnYHNEEhOp1CYDAPSzLpDtukfTAnhL__=mo,"Definitely the best gamifying your tasks app out there, actually, probably the best self improvement app out there. It really makes me want to do my ""chores"" because if I don't do them I won't get xp or gold. Also, all my unhealthy habits like scrolling are gone because I get set back if I do them. Great app! 😄",5,0,4.3.3,2024-01-27 22:29:09,"Hi, James! Thanks so much for your review. We're happy to hear Habitica has been helpful for you in conquering those good habits and cutting down on bad ones! If you’d like to share any feedback with us directly, you can do that via Menu - About - Support - Send Feedback. Happy adventuring!",2024-01-28 22:55:43,4.3.3,newest,com.habitrpg.android.habitica
480,5943f24f-fdee-4df7-a684-718c864de477,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I've set the app to not treat notifications as a disruption, and it still does. I respond to the warning that I need to ""return to Forest as soon as possible or the tree will wither,"" it looks like it's going fine, and suddenly a minute later I have a withered tree. A bit of a slap in the face to be going along for 55 minutes and have something wither on me in the last 5 minutes of a decent run. Where are the instructions on how exactly the notification disruption setting works? What's there right now is vague, unhelpful, and flat out doesn't work. It's a waste of money and a giant irritation if they can't get this to ignore certain apps properly. I'm ignoring my notifications to let the app continue running, and then I'm being punished. Very frustrating.",1,6,4.6.6,2019-01-07 16:17:53,"Hi,

Sorry for your inconvenience.

Please provide us the details and the screenshots of the problem via our in-app feedback system. 
We will look into this issue. :) - Forest",2019-01-08 10:09:51,4.6.6,most_relevant,cc.forestapp
481,b3b8fbcd-70d0-44f0-8cb1-6b4f535eb41c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Thee planting reminders aren't working for me for some reason. I have them set and on, but I don't get notifications. Also, my trees don't wither when I go into an app that's not on my whitelist. They have an advanced detection mode, but sorry, I don't want Forest to be able to collect data on what I'm typing (it includes everything but passwords, even credit card numbers)",1,5,4.11.1,2019-11-19 16:18:48,"Hi,
Sorry for the inconvenience. Could you please send the details or the screenshots of the problems to android.support@forestapp.cc? We will investigate the problems further.
- Forest",2019-12-01 10:28:06,4.11.1,most_relevant,cc.forestapp
482,88aac8c6-348b-4f15-84ed-1ef7dbeb5bba,Mark Nicolas,https://play-lh.googleusercontent.com/a-/ALV-UjUy1mxLUFxhqtlda8U8UhI_L4gURdanWhYORA5xXivGVA,"After the update, there is no sound on completion. I have tried restarting my phone, reinstalling the app, clearing app data, checking every setting and permissions very thoroughly, but to no avail. It's very annoying to constantly check the app to see when the tree is done growing or when my break is done as I do not get notified at all. Please fix!",1,32,4.33.0,2021-03-03 05:51:33,"Hi,
Sorry for the inconvenience. Please go to Settings page, enter FAQ, and go to ""Tree-planting and counting"", then ""Why don't I hear the notification sound..."". If it isn't solved, for the free version, please email android.support@forestapp.cc. For pro version, please email premium.support@forestapp.cc or contact us via in-app feedback.",2021-03-09 02:24:09,4.33.0,most_relevant,cc.forestapp
483,026a7939-62b5-45f7-860a-f4c3503e7647,LL Smith,https://play-lh.googleusercontent.com/a/ACg8ocI2a5QcNMJrLewc1F6kY-KUcnGtwjy0vYKzOgRWuNxkzg=mo,"I have been a regular user of the free version for a while and was constantly telling people about this great app. However, most of my previously unlocked trees disappeared after the most recent update and it appears this was intentional on the part of the developers. While I understand that this app is part of a business, it is very disappointing to have features stripped in this way and it does not motivate me to move to the pro version, it just burns the goodwill I had toward this company.",1,32,4.27.0,2020-11-15 18:11:31,"Hello, we have made changes to the relevant mechanism in order to prevent pirated software. Some tree species will be classified as professional tree species and cannot be planted. We understand that this will cause inconvenience, but in order to provide better services and improve operations, we have to take this measure. Sorry for the trouble.",2020-11-22 02:14:33,4.27.0,most_relevant,cc.forestapp
484,88325cfe-50d2-4872-b943-7692c46604e6,Jordan,https://play-lh.googleusercontent.com/a/ACg8ocLKH0hQd2zjT4OVhVBJi4yMlpSXkbReUIyRAqhJA0Wd=mo,"This used to be a solid app. It did the job but would take you off of Do Not Disturb whenever you hit start which was a mild inconvenience but still annoying. It only worked half of the time at keeping you from straying to other apps while the timer was on. However, their decision to change their app so that only a few trees are available in the free version while anything of any visual worth is only in the paid version was the final issue that led me to uninstalling the app. Lost a star for their copy & paste answer to everyone suddenly leaving low reviews.",1,7,,2020-11-02 15:32:58,"Hello, we have made changes to the relevant mechanism in order to prevent pirated software. Some tree species will be classified as professional tree species and cannot be planted. We understand that this will cause inconvenience, but in order to provide better services and improve operations, we have to take this measure. Sorry for the trouble.",2020-11-01 22:55:27,,most_relevant,cc.forestapp
485,6f4e8544-09bb-4690-8ebb-de069e7dc800,Eye candy,https://play-lh.googleusercontent.com/a-/ALV-UjUZ8dYJZFdUAi0_5TpzO0qF8QOoK3knWZgWQkn-PZw8xSU,"I've been using this app for 2 years and almost unlocking all the trees. It was very helpful. After the new updates, it lost me as a user. Since I don't have ""pro version"" all the tress I had unlocked were refund and I lost all of them. The only ones I have are the free version trees. I am very upset and disappointed in changes. Not longer does this app care for their users, they only care about profits.",1,491,4.26.1,2020-10-31 23:16:03,"Hello, we have made changes to the relevant mechanism in order to prevent pirated software. Some tree species will be classified as professional tree species and cannot be planted. We understand that this will cause inconvenience, but in order to provide better services and improve operations, we have to take this measure. Sorry for the trouble.",2020-11-01 22:39:08,4.26.1,most_relevant,cc.forestapp
486,49a64005-2552-4ad9-a148-3385648909dd,Corey G.,https://play-lh.googleusercontent.com/a-/ALV-UjVtf-XcIXifQYhQotFkL_RkrGQXJw_inIArNGgDk5j064k,"Very disappointed by the latest update. This app was really good and offered enough in the free version for frugal people, but was enticing enough to get the pro version for those who don't mind paying. Recently, they took away the majority of trees available to the free users. This is extremely disappointing and I sincerely hope they consider reversing this decision.",1,24,4.21.1,2020-09-09 15:34:57,"Hello, we have made changes to the relevant mechanism in order to prevent pirated software. Some tree species will be classified as professional tree species and cannot be planted. We understand that this will cause inconvenience, but in order to provide better services and improve operations, we have to take this measure. Sorry for the trouble.",2020-09-09 21:18:27,4.21.1,most_relevant,cc.forestapp
487,9e84e269-6270-4c8a-a120-3da381512e7b,Yuki Calderon,https://play-lh.googleusercontent.com/a/ACg8ocI81_dKTFrvPpcVNodNKPu28knq_qJtkrNQ_uQwCIxj=mo,"With the set of new updates, the app has become inconvenient. It doesn't notify you when the time is up, and they made all trees except the originals available only to those who get the paid version and randomly increased the prices of certain trees. Today, I lost all of my purchased trees in the app from the past 3-4 years. I do not want a refund in coins, I want my refund in trees. Purchasing new trees with coins from remaining focus was the point of this app. Very disappointed",1,78,4.26.1,2020-11-02 18:00:59,"Hello, we have made changes to the relevant mechanism in order to prevent pirated software. Some tree species will be classified as professional tree species and cannot be planted. We understand that this will cause inconvenience, but in order to provide better services and improve operations, we have to take this measure. Sorry for the trouble.",2020-11-03 09:57:07,4.26.1,most_relevant,cc.forestapp
488,51e43fe1-65ac-4997-ab03-4351f7727c9a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"This app requires a ridiculous amount of permissions, including location, camera, and data cookies?? When I heard about this app, I got excited. Really thought it was going to be nothing more than say an animated timer that only works when you stay within the app (like Youtube pauses when you switch apps). This is just downright data mining and invasive. Edit: Funny that I mentioned this and now it doesn't say the same thing.",1,6,4.11.2,2020-02-14 08:45:12,"Hi,
The Forest app installed from Google Play do NOT require permissions for camera and location. Data cookies are for Internet Communication and web pages like the News page and the Real Forest page. Please reach us at android.support@forestapp.cc if you have further concerns. Our privacy policy was last edited on September 27, 2019.",2020-02-16 09:57:41,4.11.2,most_relevant,cc.forestapp
489,bb50c5ff-6f45-4d15-92d5-af919a5fce23,Julia C,https://play-lh.googleusercontent.com/a-/ALV-UjVyd0Ke7UlmzgoZw316fla7a8mrrg11vz-EKFL_OSi2NXM,"This used to be my favourite app for work, but the excellent main feature, as enhanced by the clean UX and cute art, are completely ruined by the integration of ads in my face after every tree is done growing. I refuse to pay for the way the app used to be. Mourning the extremely useful and beautiful app I first downloaded years ago, and off to seek a replacement.",1,3,4.38.0,2022-01-10 18:26:59,"Hello, sorry for the inconvenience. You can consider purchasing the Pro version to enjoy Forest without ads! There are additional features in the Pro version, like syncing between different devices and even planting real trees in Africa.
Feel free to contact us if you have further questions. :)",2022-01-10 19:54:58,4.38.0,most_relevant,cc.forestapp
490,1a3bcd7a-ca15-455f-b701-337fc55a81e8,Riener Braun.,https://play-lh.googleusercontent.com/a-/ALV-UjU1nFrkbTUq35gEg5ssdz4Q0TC7DArmIGaUIWxnt0TJMg,Since I download this app it music won't stop even when I delete It Now the music Is 24/7 !!!!,1,0,,2024-02-04 14:15:31,"Hi,
Sorry for the inconvenience, but this does not sound right at all. Please contact us at android.support@forestapp.cc along with a video of the issue, your device model, Android version, app version, and account email (if any). We'd gladly take a look at your issue and provide any possible help!",2024-02-05 02:56:48,,newest,cc.forestapp
491,88dcd1fc-b7a7-49a0-a91c-1a80f57df3c6,chathuni bhagya,https://play-lh.googleusercontent.com/a/ACg8ocK4VFoC_E2R79VkEa2HIvPJRhWBOtchD57P1E8dDPAI=mo,It is amazing .now i promote my mind forcus in my best.Thank u forever,1,0,,2024-01-30 06:00:45,"Hi, sorry if any inconvenience is caused. May I ask what the reason behind this rating is? We’d like to know more about your opinion. Or if you have any suggestion to share, please feel free to fill out the survey below so that our internal team can review your feedback directly. Thank you!
Survey: https://forms.gle/bGujNMvAUCzVvDdg6",2024-01-31 01:33:44,,newest,cc.forestapp
492,d27e4b6d-1cdd-475c-b1fb-15e7760a3c74,Kushal Gupta,https://play-lh.googleusercontent.com/a/ACg8ocI7ARGmQcA79dcLWdjhyuYLLZhEWZXjamUU7kZWFI1m=mo,I am not able to open the app. It is stuck on the loading ever since I downloaded the app.,1,0,4.73.0,2024-01-30 00:17:08,"Hi,
Sorry for the inconvenience. Please contact us at android.support@forestapp.cc along with a video of the issue, your device model, Android version, app version, and account email (if any). We'd gladly help you further!",2024-01-31 01:34:37,4.73.0,newest,cc.forestapp
493,ade885d6-c1d4-4e75-8b5d-a60eb05db0a0,Damian Ortiz,https://play-lh.googleusercontent.com/a-/ALV-UjXgJ1OgzYhx9StDd2uU_LbEeNJXQzrWBxgMJ0GVcPGbBg,I am surprised that you will not ask me to pay to perform this review,1,0,,2024-01-29 17:43:11,"Hi,
Sorry about this. As independent developers, we strive hard for the operation of Forest. To continue providing better and more stable services, some features are only available in the Pro version. Hope you give it a go!",2024-01-31 01:35:56,,newest,cc.forestapp
494,2c107cd1-09df-474e-85d5-93fa2723b2e7,Adam Luberski,https://play-lh.googleusercontent.com/a-/ALV-UjUADQjkKiB96sN2YF8x3EAv-HtFaCW9j7NVnjovMnWLHA,Real trees are only planted in Africa,1,0,4.73.0,2024-01-28 18:30:37,"Hello,
To plant real trees, we partner with the organization Trees for the Future; we give them our donations to plant real trees across five countries in Africa.
If you wish to know more about our trip to Africa: https://www.facebook.com/forestapp.cc/posts/1726695590717934
If you want to know more about Trees for the Future: http://trees.org/",2024-01-31 01:59:10,4.73.0,newest,cc.forestapp
495,866e447f-c3f8-4fa9-8b6a-ef8041c22136,Ana Maria,https://play-lh.googleusercontent.com/a-/ALV-UjWBAbWb5jpVvoX3zLWWN0bClqioZtDyxIFUH2CaZp_ayXU,I can't even sign up without telling me to switch to pro. What a shame,1,0,4.73.0,2024-01-27 04:49:29,"Hi, thank you for the feedback. As a start-up, we require assets to keep the company running and to maintain the app's operation. To provide better services and of higher quality, certain features are only available in the Pro version. If you like our app, please consider supporting us by unlocking the Pro version. Thank you! :)",2024-01-31 02:03:06,4.73.0,newest,cc.forestapp
496,48500ba3-bf8b-4277-b52c-d271ade341a1,Soumik Ghosh,https://play-lh.googleusercontent.com/a/ACg8ocLnc3Z2OpxqxaPa0UA6jdZa5RsvnX4b5QPMpZY_Ovh6=mo,we want a good alarm system,1,0,4.73.0,2024-01-26 15:33:41,"Hi, sorry for the inconvenience caused. Please refer to the following article and adjust your settings accordingly: https://faq.seekrtech.com/Forest/articles/106. If the problem persists, don't hesitate to email us at android.support@forestapp.cc. We'd be glad to assist you further. Thank you!",2024-01-31 02:03:42,4.73.0,newest,cc.forestapp
497,ccde7278-02c6-472f-b680-37a4bce7d42f,ALOK KUMAR,https://play-lh.googleusercontent.com/a-/ALV-UjXM3AToLC2mlLU-cY1Bmpwkyp4If3Ezhip2myrVbR7QaQ,Not good,1,0,,2024-01-23 12:54:17,"Hi,
Sorry for the inconvenience. Please contact us at android.support@forestapp.cc along with screenshots of the issue, your device model, Android version, app version, and account email (if any). We'd gladly help you further!",2024-01-31 02:14:34,,newest,cc.forestapp
498,51f667c7-47ba-4631-9283-50479d7cb4e1,krishan Dilshara,https://play-lh.googleusercontent.com/a-/ALV-UjU9e54aqjWIAk7k2xNAftM0XEhWsnWepa4CmalcZy_Cdw,Please add device admin app settings.why? everytime I can uninstall app.,1,0,,2024-01-22 02:55:41,"Hi, sorry, but we're puzzled about your inquiry. Could you please specify the issue and provide a screenshot if possible, via the in-app feedback system? We'd be glad to help. Thank you!",2024-01-31 02:16:59,,newest,cc.forestapp
499,38bea262-1fa3-44bd-a06a-55209d7f8bb7,Guto Ziad,https://play-lh.googleusercontent.com/a/ACg8ocLcqZdEQEJIEZ8QULH96bHUrHJVvlkV26JERxg66RbT=mo,This is important to me thanks,1,0,4.73.0,2024-01-21 13:48:34,"Hi, thank you for leaving a feedback here. May I ask what we can do to improve the app and earn more stars? We would like to hear more suggestions and feedback from you! Or if you're enjoying the app, please feel free to give us a positive rating. Your support is our greatest motivation to strive hard for Forest app! :)",2024-01-31 02:20:09,4.73.0,newest,cc.forestapp
500,0b40276f-b110-4882-9294-da7188cb9f8a,Rye,https://play-lh.googleusercontent.com/a-/ALV-UjX8ncO7Nowg47WfzxiKv6TFQbRRWMOGXbT_cKUYewjb_5t6,"It's alright. I wish the button wasn't ""give up"" to end a session because that felt really insulting. I wish the planting real trees wasn't locked behind a paywall. And I wish that it was easier to do pomodoro sessions without having to click a button for every focus time and every break time. Why can't it just be a continuous cycle with little sound notifications of a change to a break or a focus? It was an okay app, but it could be much better.",2,170,4.72.0,2023-12-04 16:14:05,"Hi,
Thank you for the feedback! Would you mind taking a moment to detail your needs and expectations in the survey below? We strive to make Forest as user-friendly as possible and your feedback will contribute directly to the enhancement of the app! :)
https://forms.gle/bGujNMvAUCzVvDdg6",2023-12-04 21:50:46,4.72.0,most_relevant,cc.forestapp
501,f1afb453-4d0c-4779-bdb6-fea0d72e5831,Robert Swan,https://play-lh.googleusercontent.com/a-/ALV-UjUzEo1eBBLbbnsi2hOKfK-CdwNyCMeKWFanAJIVvrEW0k8K,"The app is decent, but I observed a significant issue: it's quite easy to navigate away from the app while it still runs in the background. This loophole doesn't effectively aid in maintaining focus, as one can use other apps without interrupting the timer. I think there's a strong concept here, but there are areas that could benefit from further development and improvement.",2,46,4.73.0,2024-01-05 10:20:52,"Hi, please make sure you enable the Deep Focus mode so that when you open another app, you will be restricted by a full-screen overlay. Steps to open the Deep Focus mode can be accessed in this article: https://faq.seekrtech.com/Forest/articles/203. Thank you!",2024-01-08 21:34:46,4.73.0,most_relevant,cc.forestapp
502,597499f5-1f03-43f8-8c70-e43959357cab,Kenya Dawkins,https://play-lh.googleusercontent.com/a-/ALV-UjVTUsamhn_F9oH-MFD_J8guNrAFZ8yPAs0TmepG2luLEIA,This app used to work but a while back it stopped working. I use (and paid for) the custom allow list which used to work but now it doesn't. If I'm using first and accidentally go on Instagram or something it doesn't take you back to forest or show the timer. I heard going back to default works but I need some of these apps to work. I hope you can fix this.,2,6,4.72.0,2023-12-13 14:18:21,"Hello,
Sorry for the inconvenience. Your app might have been closed from the background by your device system. Could you please refer to the following article for instructions and set your device up accordingly? Thank you.
https://faq.seekrtech.com/Forest/articles/407",2023-12-14 01:04:25,4.72.0,most_relevant,cc.forestapp
503,7128de43-52c0-4c77-9091-b4fe0d05690c,Wade Hansen,https://play-lh.googleusercontent.com/a-/ALV-UjWtmJi_y1tNqAFTjmNeQnWUA8lFNTIyg66uCTmbfJ79Pw,"I really enjoy the app and like the idea but am probably going to stop using it. I can't figure out a way to have an audible notification play when a focus period is completed without having my ring volume on. Other Pomodoro apps i have tried don't seen to have this issue and I like to audible alert, as I is vibrations from the phone when focusing.",2,8,4.71.2,2023-11-01 18:23:30,"Hi, sorry to hear about this. Please refer to the following article and adjust your settings accordingly: https://faq.seekrtech.com/Forest/articles/106. If the problem persists, don't hesitate to email us at android.support@forestapp.cc. We'd be glad to assist you further. Thank you!
",2023-11-01 22:28:28,4.71.2,most_relevant,cc.forestapp
504,c53b14fe-f2f3-4982-9781-0a41989e881e,Ayla Fox,https://play-lh.googleusercontent.com/a-/ALV-UjWvEF9R5Wigd3vrMwVQ7BUqUfwo2C-UiVKll-cSFWRLn4aY,"I used to love this app, like it was literally my favorite. It was so great! Now, it won't work right. I'm still able to open apps that aren't on the allow list and it defeats the whole purpose. I've tried updating it, uninstalled it multiple times and re-installed. Still doesn't work. I can't find an app that even comes close to this one, but it just isn't working.",2,2,4.71.2,2023-10-12 16:23:11,"Hi, please make sure to enable the Deep Focus mode by tapping the fire icon in Forest Home page before starting the session. When you open other apps under Deep Focus mode, a full-screen overlay will appear to restrict your access. For more info, please refer to this article: https://faq.seekrtech.com/Forest/articles/203 Thank you!",2023-10-13 02:51:47,4.71.2,most_relevant,cc.forestapp
505,23ae8567-4550-438d-a104-65ed2f083bfe,Omer,https://play-lh.googleusercontent.com/a-/ALV-UjVkMqtov3tG-xYskzC3f-9B61XWj4fk-slnJH0iH5unM4z4,"To say that this app drastically improved my productivity is an understatement. But there are a lot of downsides that ruin the experience, like being unable to pause the timer when you want to grab a snack or go to the bathroom, or ending it in case you finish early. The only thing you can do is 'give up'. You also don't hear any sound when the timer finishes. And you get a very low amount of coins per session. No dark mode. All of this is coming from a Pro user.",2,263,4.70.0,2023-08-18 05:17:00,,,4.70.0,most_relevant,cc.forestapp
506,3d8d5ccb-7be2-4091-8ca7-5cd0e6881329,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Inconsistent with regard to what counts as focus time and what doesn't. I'd have my screen off for more time than the tree would grow but it would fail, yet I could play music from an app and it recognized me not actively using my cell phone. Edit: I followed the instructions and am still having the same problem. Also, their instructions are so vague and outdated that I had to have another person help me.",2,1,4.4,2018-10-20 13:56:52,"Hello, 

Sorry for your inconvenience.
Could you follow the instructions in the link below and see if it helps?
https://forestapp.cc/faq/whitelist_notification/

Feel free to contact us if you have further questions or suggestions! :) - Forest",2018-10-14 10:37:29,4.4,most_relevant,cc.forestapp
507,73c0becf-1832-4b02-b22c-c16644c72a73,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Just installed it on my latest tablet. It worked great for two days, then tonight, froze up and I had to cold crash/reset the tablet. Tried reopening the app and, it was still counting down but instead of the 20ish minutes it had been stuck on before, it showed over 40000 minutes!!!  Tried the ""Give Up"" option but it wouldn't work. The app then froze again--had to reset the tablet again. Ended up just chucking/uninstalling it. Can't really use it if it's going to freeze like that. And, now that I'm reading some of the other recent reviews, this seems to be an ongoing problem.  And Forest just asked for screenshots of the problem in their reply to my review. I don't think you understand the term ""frozen""--if I could take screenshots of the issue, the tablet wouldn't be frozen and require a cold crash. I won't be reinstalling the app just to attempt to take screen shots, thank you.",2,1,,2018-11-06 10:22:14,"Hi,

Sorry for the inconvenience. 

Could you please provide us with the details and the screenshots of the problem to android.support@forestapp.cc?
We would investigate the problem further. :) - Forest",2018-11-06 10:17:56,,most_relevant,cc.forestapp
508,9c71b275-465e-4d5d-9e55-5f4cfebca401,Cara Lou,https://play-lh.googleusercontent.com/a-/ALV-UjXT3wxMeM225RT3Ng2ez5BpnnYtjSUb95Kd6dA1ZdWCAmM,"Used to love this app. Was disappointed when they added a premium version and locked some trees, but I understand the decision. HOWEVER, they also took away trees that had already been purchased by people without premium accounts, which to me seems ridiculous. They did refund the coins, but now that I've unlocked all the trees with the free version, there's nothing to work for. Considering switching to another app.",2,109,4.26.1,2020-11-01 10:58:54,"Hello, we have made changes to the relevant mechanism in order to prevent pirated software. Some tree species will be classified as professional tree species and cannot be planted. We understand that this will cause inconvenience, but in order to provide better services and improve operations, we have to take this measure. Sorry for the trouble.",2020-11-03 07:38:08,4.26.1,most_relevant,cc.forestapp
509,11364230-6b6b-4f31-b616-43e26af5a4f5,Sweswirl,https://play-lh.googleusercontent.com/a-/ALV-UjXNMrqRzjIfIfpdq24X4ku3N2dg9Sgh01AvEFp7fCA-b3U,"I love this app BUT it doesn't have landscape mode so it's a deal breaker for me. I have my tablet attached to the wall in my office so I can't change the orientation. I would love to be able to run this app on that tablet and see it right in front of me but because it doesn't support landscape mode I can't use it. So disappointing. Also, I'd love you to add a tick tock background sound (from a clock). Other apps have it and it helps me focus better than anything else. Otherwise a 5 star app!!",2,40,4.66.4,2023-02-20 15:29:50,"Hi,
Thank you for the feedback! Would you mind taking a moment to detail your needs and expectations in the survey below? We strive to make Forest as user-friendly as possible and your feedback will contribute directly to the enhancement of the app! :)
https://forms.gle/bGujNMvAUCzVvDdg6",2023-02-21 02:22:52,4.66.4,most_relevant,cc.forestapp
